编码,中文名称,拼音名称,区域级别,上级区域编码,短名字,后缀
610402000000,人民路街道,ren min lu jie dao,5,610402,人民路,街道
640202000000,人民路街道,ren min lu jie dao,5,640202,人民路,街道
340603000000,人民路街道,ren min lu jie dao,5,340603,人民路,街道
410105000000,人民路街道,ren min lu jie dao,5,410105,人民路,街道
410902000000,人民路街道,ren min lu jie dao,5,410902,人民路,街道
340802000000,人民路街道,ren min lu jie dao,5,340802,人民路,街道
620402000000,人民路街道,ren min lu jie dao,5,620402,人民路,街道
410404000000,人民路街道,ren min lu jie dao,5,410404,人民路,街道
210202000000,人民路街道,ren min lu jie dao,5,210202,人民路,街道
540229000000,仁布乡,ren bu xiang,5,540229,仁布,乡
330727000000,仁川镇,ren chuan zhen,5,330727,仁川,镇
411221000000,仁村乡,ren cun xiang,5,411221,仁村,乡
610728000000,仁村镇,ren cun zhen,5,610728,仁村,镇
513327000000,仁达乡,ren da xiang,5,513327,仁达,乡
620826000000,仁大镇,ren da zhen,5,620826,仁大,镇
530129000000,仁德街道,ren de jie dao,5,530129,仁德,街道
450902000000,仁东镇,ren dong zhen,5,450902,仁东,镇
540221000000,仁堆乡,ren dui xiang,5,540221,仁堆,乡
540232000000,仁多乡,ren duo xiang,5,540232,仁多,乡
370115000000,仁风镇,ren feng zhen,5,370115,仁风,镇
331121000000,仁宫乡,ren gong xiang,5,331121,仁宫,乡
513328000000,仁果乡,ren guo xiang,5,513328,仁果,乡
540327000000,仁果乡,ren guo xiang,5,540327,仁果,乡
341181000000,仁和集镇,ren he ji zhen,5,341181,仁和集,镇
330110000000,仁和街道,ren he jie dao,5,330110,仁和,街道
420529000000,仁和坪镇,ren he ping zhen,5,420529,仁和坪,镇
511523000000,仁和乡,ren he xiang,5,511523,仁和,乡
511922000000,仁和乡,ren he xiang,5,511922,仁和,乡
520522000000,仁和彝族苗族乡,ren he yi zu miao zu xiang,5,520522,仁和彝族苗族,乡
511325000000,仁和镇,ren he zhen,5,511325,仁和,镇
320813000000,仁和镇,ren he zhen,5,320813,仁和,镇
510725000000,仁和镇,ren he zhen,5,510725,仁和,镇
530521000000,仁和镇,ren he zhen,5,530521,仁和,镇
530722000000,仁和镇,ren he zhen,5,530722,仁和,镇
510411000000,仁和镇,ren he zhen,5,510411,仁和,镇
532625000000,仁和镇,ren he zhen,5,532625,仁和,镇
411526000000,仁和镇,ren he zhen,5,411526,仁和,镇
110113000000,仁和镇,ren he zhen,5,110113,仁和,镇
431126000000,仁和镇,ren he zhen,5,431126,仁和,镇
360823000000,仁和镇,ren he zhen,5,360823,仁和,镇
510922000000,仁和镇,ren he zhen,5,510922,仁和,镇
610928000000,仁河口镇,ren he kou zhen,5,610928,仁河口,镇
130627000000,仁厚镇,ren hou zhen,5,130627,仁厚,镇
450902000000,仁厚镇,ren hou zhen,5,450902,仁厚,镇
330502000000,仁皇山街道,ren huang shan jie dao,5,330502,仁皇山,街道
441426000000,仁居镇,ren ju zhen,5,441426,仁居,镇
371425000000,仁里集镇,ren li ji zhen,5,371425,仁里集,镇
230104000000,仁里街道,ren li jie dao,5,230104,仁里,街道
522632000000,仁里水族乡,ren li shui zu xiang,5,522632,仁里水族,乡
341722000000,仁里镇,ren li zhen,5,341722,仁里,镇
510903000000,仁里镇,ren li zhen,5,510903,仁里,镇
511424000000,仁美镇,ren mei zhen,5,511424,仁美,镇
540227000000,仁钦则乡,ren qin ze xiang,5,540227,仁钦则,乡
130530000000,仁让里乡,ren rang li xiang,5,130530,仁让里,乡
500230000000,仁沙镇,ren sha zhen,5,500230,仁沙,镇
520603000000,仁山街道,ren shan jie dao,5,520603,仁山,街道
360925000000,仁首镇,ren shou zhen,5,360925,仁首,镇
350721000000,仁寿镇,ren shou zhen,5,350721,仁寿,镇
500155000000,仁贤镇,ren xian zhen,5,500155,仁贤,镇
220302000000,仁兴街道,ren xing jie dao,5,220302,仁兴,街道
469023000000,仁兴镇,ren xing zhen,5,469023,仁兴,镇
532331000000,仁兴镇,ren xing zhen,5,532331,仁兴,镇
511825000000,仁义乡,ren yi xiang,5,511825,仁义,乡
511526000000,仁义乡,ren yi xiang,5,511526,仁义,乡
431021000000,仁义镇,ren yi zhen,5,431021,仁义,镇
500153000000,仁义镇,ren yi zhen,5,500153,仁义,镇
451102000000,仁义镇,ren yi zhen,5,451102,仁义,镇
430481000000,仁义镇,ren yi zhen,5,430481,仁义,镇
370283000000,仁兆镇,ren zhao zhen,5,370283,仁兆,镇
331121000000,仁庄镇,ren zhuang zhen,5,331121,仁庄,镇
610115000000,仁宗街道,ren zong jie dao,5,610115,仁宗,街道
360781000000,壬田镇,ren tian zhen,5,360781,壬田,镇
451081000000,壬庄乡,ren zhuang xiang,5,451081,壬庄,乡
610703000000,忍水镇,ren shui zhen,5,610703,忍水,镇
445321000000,稔村镇,ren cun zhen,5,445321,稔村,镇
441323000000,稔山镇,ren shan zhen,5,441323,稔山,镇
350823000000,稔田镇,ren tian zhen,5,350823,稔田,镇
130526000000,任城镇,ren cheng zhen,5,130526,任城,镇
140726000000,任村乡,ren cun xiang,5,140726,任村,乡
410581000000,任村镇,ren cun zhen,5,410581,任村,镇
411725000000,任店镇,ren dian zhen,5,411725,任店,镇
410422000000,任店镇,ren dian zhen,5,410422,任店,镇
320602000000,任港街道,ren gang jie dao,5,320602,任港,街道
130208000000,任各庄镇,ren ge zhuang zhen,5,130208,任各庄,镇
410523000000,任固镇,ren gu zhen,5,410523,任固,镇
411628000000,任集乡,ren ji xiang,5,411628,任集,乡
500233000000,任家镇,ren jia zhen,5,500233,任家,镇
610115000000,任留街道,ren liu jie dao,5,610115,任留,街道
510921000000,任隆镇,ren long zhen,5,510921,任隆,镇
231281000000,任民镇,ren min zhen,5,231281,任民,镇
340323000000,任桥镇,ren qiao zhen,5,340323,任桥,镇
410902000000,任丘路街道,ren qiu lu jie dao,5,410902,任丘路,街道
511723000000,任市镇,ren shi zhen,5,511723,任市,镇
340603000000,任圩街道,ren wei jie dao,5,340603,任圩,街道
341282000000,任寨乡,ren zhai xiang,5,341282,任寨,乡
513201000000,日部乡,ri bu xiang,5,513201,日部,乡
540529000000,日当镇,ri dang zhen,5,540529,日当,镇
360781000000,日东乡,ri dong xiang,5,360781,日东,乡
540127000000,日多乡,ri duo xiang,5,540127,日多,乡
513227000000,日尔乡,ri er xiang,5,513227,日尔,乡
361022000000,日峰镇,ri feng zhen,5,361022,日峰,镇
513431000000,日哈乡,ri ha xiang,5,513431,日哈,乡
540222000000,日朗乡,ri lang xiang,5,540222,日朗,乡
513338000000,日龙乡,ri long xiang,5,513338,日龙,乡
542524000000,日松乡,ri song xiang,5,542524,日松,乡
540302000000,日通乡,ri tong xiang,5,540302,日通,乡
542524000000,日土镇,ri tu zhen,5,542524,日土,镇
540231000000,日屋镇,ri wu zhen,5,540231,日屋,镇
540226000000,日吾其乡,ri wu qi xiang,5,540226,日吾其,乡
350111000000,日溪乡,ri xi xiang,5,350111,日溪,乡
210203000000,日新街道,ri xin jie dao,5,210203,日新,街道
230712000000,日新林场,ri xin lin chang,5,230712,日新,林场
511324000000,日兴镇,ri xing zhen,5,511324,日兴,镇
540222000000,日星乡,ri xing xiang,5,540222,日星,乡
630123000000,日月藏族乡,ri yue zang zu xiang,5,630123,日月藏族,乡
210503000000,日月岛街道,ri yue dao jie dao,5,210503,日月岛,街道
371102000000,日照街道,ri zhao jie dao,5,371102,日照,街道
370285000000,日庄镇,ri zhuang zhen,5,370285,日庄,镇
513334000000,绒坝乡,rong ba xiang,5,513334,绒坝,乡
542422000000,绒多乡,rong duo xiang,5,542422,绒多,乡
513331000000,绒盖乡,rong gai xiang,5,513331,绒盖,乡
540223000000,绒辖乡,rong xia xiang,5,540223,绒辖,乡
540523000000,绒乡,rong xiang,5,540523,绒乡,
513231000000,茸安乡,rong an xiang,5,513231,茸安,乡
513230000000,茸木达乡,rong mu da xiang,5,513230,茸木达,乡
469025000000,荣邦乡,rong bang xiang,5,469025,荣邦,乡
510302000000,荣边镇,rong bian zhen,5,510302,荣边,镇
542427000000,荣布镇,rong bu zhen,5,542427,荣布,镇
511133000000,荣丁镇,rong ding zhen,5,511133,荣丁,镇
220105000000,荣光街道,rong guang jie dao,5,220105,荣光,街道
450603000000,荣光农场,rong guang nong chang,5,450603,荣光,农场
140822000000,荣河镇,rong he zhen,5,140822,荣河,镇
110115000000,荣华街道,rong hua jie dao,5,110115,荣华,街道
620602000000,荣华街道,rong hua jie dao,5,620602,荣华,街道
420104000000,荣华街道,rong hua jie dao,5,420104,荣华,街道
451024000000,荣华乡,rong hua xiang,5,451024,荣华,乡
431322000000,荣华乡,rong hua xiang,5,431322,荣华,乡
430424000000,荣桓镇,rong huan zhen,5,430424,荣桓,镇
430621000000,荣家湾镇,rong jia wan zhen,5,430621,荣家湾,镇
530723000000,荣将镇,rong jiang zhen,5,530723,荣将,镇
450203000000,荣军街道,rong jun jie dao,5,450203,荣军,街道
231122000000,荣军农场,rong jun nong chang,5,231121,荣军,农场
500153000000,荣隆镇,rong long zhen,5,500153,荣隆,镇
540227000000,荣玛乡,rong ma xiang,5,540227,荣玛,乡
542430000000,荣玛乡,rong ma xiang,5,542430,荣玛,乡
510802000000,荣山镇,rong shan zhen,5,510802,荣山,镇
361002000000,荣山镇,rong shan zhen,5,361002,荣山,镇
230103000000,荣市街道,rong shi jie dao,5,230103,荣市,街道
360981000000,荣塘镇,rong tang zhen,5,360981,荣塘,镇
320211000000,荣巷街道,rong xiang jie dao,5,320211,荣巷,街道
410711000000,荣校路街道,rong xiao lu jie dao,5,410711,荣校路,街道
211104000000,荣兴街道,rong xing jie dao,5,211104,荣兴,街道
540325000000,荣周乡,rong zhou xiang,5,540325,荣周,乡
421023000000,容城镇,rong cheng zhen,5,421023,容城,镇
130629000000,容城镇,rong cheng zhen,5,130629,容城,镇
520322000000,容光镇,rong guang zhen,5,520322,容光,镇
440606000000,容桂街道,rong gui jie dao,5,440606,容桂,街道
422828000000,容美镇,rong mei zhen,5,422828,容美,镇
450921000000,容西镇,rong xi zhen,5,450921,容西,镇
450921000000,容州镇,rong zhou zhen,5,450921,容州,镇
331122000000,溶江乡,rong jiang xiang,5,331122,溶江,乡
450325000000,溶江镇,rong jiang zhen,5,450325,溶江,镇
341024000000,溶口乡,rong kou xiang,5,341024,溶口,乡
500241000000,溶溪镇,rong xi zhen,5,500241,溶溪,镇
341723000000,蓉城镇,rong cheng zhen,5,341723,蓉城,镇
210283000000,蓉花山镇,rong hua shan zhen,5,210283,蓉花山,镇
360703000000,蓉江街道,rong jiang jie dao,5,360703,蓉江,街道
445202000000,榕华街道,rong hua jie dao,5,445202,榕华,街道
510522000000,榕山镇,rong shan zhen,5,510522,榕山,镇
510522000000,榕右乡,rong you xiang,5,510522,榕右,乡
450225000000,融水镇,rong shui zhen,5,450225,融水,镇
522327000000,冗渡镇,rong du zhen,5,522327,冗渡,镇
510904000000,柔刚街道,rou gang jie dao,5,510904,柔刚,街道
640502000000,柔远镇,rou yuan zhen,5,640502,柔远,镇
621023000000,柔远镇,rou yuan zhen,5,621023,柔远,镇
610403000000,揉谷镇,rou gu zhen,5,610403,揉谷,镇
231223000000,肉用种羊场,rou yong zhong yang chang,5,231222,肉用,种
320682000000,如城街道,ru cheng jie dao,5,320682,如城,街道
430723000000,如东镇,ru dong zhen,5,430723,如东,镇
320682000000,如皋市蚕种场,ru gao shi can zhong chang,5,320682,如皋市蚕,种场
320682000000,如皋市良种场,ru gao shi liang zhong chang,5,320682,如皋市良,种场
320682000000,如皋市中心沙水产养殖场,ru gao shi zhong xin sha shui chan yang zhi chang,5,320682,如皋市,中心
540236000000,如角乡,ru jiao xiang,5,540236,如角,乡
540328000000,如美镇,ru mei zhen,5,540328,如美,镇
540226000000,如萨乡,ru sa xiang,5,540226,如萨,乡
410106000000,如意湖街道,ru yi hu jie dao,5,410105,如意湖,街道
150105000000,如意开发区,ru yi kai fa qu,5,150105,如意开发,区
150121000000,如意开发区南区,ru yi kai fa qu nan qu,5,150121,如意开发区南,区
540302000000,如意乡,ru yi xiang,5,540302,如意,乡
140922000000,茹村乡,ru cun xiang,5,140922,茹村,乡
130322000000,茹荷镇,ru he zhen,5,130322,茹荷,镇
513329000000,茹龙镇,ru long zhen,5,513329,茹龙,镇
330624000000,儒岙镇,ru ao zhen,5,330624,儒岙,镇
441721000000,儒洞镇,ru dong zhen,5,441721,儒洞,镇
110119000000,儒林街道,ru lin jie dao,5,110119,儒林,街道
320413000000,儒林镇,ru lin zhen,5,320413,儒林,镇
430529000000,儒林镇,ru lin zhen,5,430529,儒林,镇
410102000000,汝河路街道,ru he lu jie dao,5,410102,汝河路,街道
441302000000,汝湖镇,ru hu zhen,5,441302,汝湖,镇
341623000000,汝集镇,ru ji zhen,5,341623,汝集,镇
411724000000,汝南埠镇,ru nan bu zhen,5,411724,汝南埠,镇
410482000000,汝南街道,ru nan jie dao,5,410482,汝南,街道
411727000000,汝宁街道,ru ning jie dao,5,411727,汝宁,街道
500233000000,汝溪镇,ru xi zhen,5,500233,汝溪,镇
440232000000,乳城镇,ru cheng zhen,5,440232,乳城,镇
371083000000,乳山口镇,ru shan kou zhen,5,371083,乳山口,镇
371083000000,乳山寨镇,ru shan zhai zhen,5,371083,乳山寨,镇
341222000000,阮桥镇,ruan qiao zhen,5,341222,阮桥,镇
330681000000,阮市镇,ruan shi zhen,5,330681,阮市,镇
620821000000,汭丰镇,rui feng zhen,5,620821,汭丰,镇
440105000000,瑞宝街道,rui bao jie dao,5,440105,瑞宝,街道
511425000000,瑞峰镇,rui feng zhen,5,511425,瑞峰,镇
220802000000,瑞光街道,rui guang jie dao,5,220802,瑞光,街道
361127000000,瑞洪镇,rui hong zhen,5,361127,瑞洪,镇
520111000000,瑞华社区服务中心,rui hua she qu fu wu zhong xin,5,520111,瑞华社区,服务中心
310101000000,瑞金二路街道,rui jin er lu jie dao,5,310101,瑞金二路,街道
320104000000,瑞金路街道,rui jin lu jie dao,5,320104,瑞金路,街道
120113000000,瑞景街道,rui jing jie dao,5,120113,瑞景,街道
360781000000,瑞林镇,rui lin zhen,5,360781,瑞林,镇
430822000000,瑞塔铺镇,rui ta pu zhen,5,430822,瑞塔铺,镇
520324000000,瑞溪镇,rui xi zhen,5,520324,瑞溪,镇
469023000000,瑞溪镇,rui xi zhen,5,469023,瑞溪,镇
130730000000,瑞云观乡,rui yun guan xiang,5,130730,瑞云观,乡
512021000000,瑞云乡,rui yun xiang,5,512021,瑞云,乡
360983000000,瑞州街道,rui zhou jie dao,5,360983,瑞州,街道
140522000000,润城镇,run cheng zhen,5,140522,润城,镇
341226000000,润河镇,run he zhen,5,341226,润河,镇
230230000000,润津乡,run jin xiang,5,230230,润津,乡
500243000000,润溪乡,run xi xiang,5,500243,润溪,乡
433127000000,润雅乡,run ya xiang,5,433127,润雅,乡
610430000000,润镇,run zhen,5,610430,润镇,
540302000000,若巴乡,ruo ba xiang,5,540302,若巴,乡
542427000000,若达乡,ruo da xiang,5,542427,若达,乡
513231000000,若柯河农场,ruo ke he nong chang,5,513231,若柯河,农场
653227000000,若克雅乡,ruo ke ya xiang,5,653227,若克雅,乡
620421000000,若笠乡,ruo li xiang,5,620421,若笠,乡
652824000000,若羌镇,ruo qiang zhen,5,652824,若羌,镇
431225000000,若水镇,ruo shui zhen,5,431225,若水,镇
331081000000,箬横镇,ruo heng zhen,5,331081,箬横,镇
341024000000,箬坑乡,ruo keng xiang,5,341024,箬坑,乡
330702000000,箬阳乡,ruo yang xiang,5,330702,箬阳,乡
520502000000,撒拉溪镇,sa la xi zhen,5,520502,撒拉溪,镇
510421000000,撒莲镇,sa lian zhen,5,510421,撒莲,镇
513226000000,撒瓦脚乡,sa wa jiao xiang,5,513226,撒瓦脚,乡
530128000000,撒营盘镇,sa ying pan zhen,5,530128,撒营盘,镇
130227000000,洒河桥镇,sa he qiao zhen,5,130227,洒河桥,镇
513436000000,洒库乡,sa ku xiang,5,513436,洒库,乡
513431000000,洒拉地坡乡,sa la di po xiang,5,513431,洒拉地坡,乡
520123000000,洒坪镇,sa ping zhen,5,520123,洒坪,镇
530602000000,洒渔镇,sa yu zhen,5,530602,洒渔,镇
522328000000,洒雨镇,sa yu zhen,5,522328,洒雨,镇
654021000000,萨地克于孜乡,sa de ke yu zi xiang,5,654021,萨地克于孜,乡
654324000000,萨尔布拉克镇,sa er bu la ke zhen,5,654324,萨尔布拉克,镇
654023000000,萨尔布拉克镇,sa er bu la ke zhen,5,654023,萨尔布拉克,镇
650121000000,萨尔达坂乡,sa er da ban xiang,5,650121,萨尔达坂,乡
654301000000,萨尔胡松乡,sa er hu song xiang,5,654301,萨尔胡松,乡
654026000000,萨尔阔布乡,sa er kuo bu xiang,5,654026,萨尔阔布,乡
650521000000,萨尔乔克乡,sa er qiao ke xiang,5,650521,萨尔乔克,乡
654324000000,萨尔塔木乡,sa er ta mu xiang,5,654324,萨尔塔木,乡
230602000000,萨尔图街道,sa er tu jie dao,5,230602,萨尔图,街道
654325000000,萨尔托海乡,sa er tuo hai xiang,5,654325,萨尔托海,乡
540231000000,萨尔乡,sa er xiang,5,540231,萨尔,乡
654221000000,萨尔也木勒牧场,sa er ye mu lei mu chang,5,654221,萨尔,也
653123000000,萨罕乡,sa han xiang,5,653123,萨罕,乡
632722000000,萨呼腾镇,sa hu teng zhen,5,632722,萨呼腾,镇
540224000000,萨迦镇,sa jia zhen,5,540224,萨迦,镇
652923000000,萨克萨克街道,sa ke sa ke jie dao,5,652923,萨克萨克,街道
150221000000,萨拉齐镇,sa la qi zhen,5,150221,萨拉齐,镇
653227000000,萨勒吾则克乡,sa le wu ze ke xiang,5,653227,萨勒吾则克,乡
150430000000,萨力巴乡,sa li ba xiang,5,150430,萨力巴,乡
150783000000,萨马街鄂温克民族乡,sa ma jie e wen ke min zu xiang,5,150783,萨马街鄂温克民族,乡
540230000000,萨玛达乡,sa ma da xiang,5,540230,萨玛达,乡
152525000000,萨麦苏木,sa mai su mu,5,152525,萨麦,苏木
654021000000,萨木于孜乡,sa mu yu zi xiang,5,654021,萨木于孜,乡
542522000000,萨让乡,sa rang xiang,5,542522,萨让,乡
150207000000,萨如拉街道,sa ru la jie dao,5,150207,萨如拉,街道
652922000000,萨瓦甫齐牧场,sa wa fu qi mu chang,5,652922,萨瓦甫,齐
652801000000,萨依巴格街道,sa yi ba ge jie dao,5,652801,萨依巴格,街道
653126000000,萨依巴格乡,sa yi ba ge xiang,5,653126,萨依巴格,乡
653121000000,萨依巴格乡,sa yi ba ge xiang,5,653121,萨依巴格,乡
653222000000,萨依巴格乡,sa yi ba ge xiang,5,653222,萨依巴格,乡
654002000000,萨依布依街道,sa yi bu yi jie dao,5,654002,萨依布依,街道
130828000000,塞罕坝机械林场,sai han ba ji xie lin chang,5,130828,塞罕坝机械,林场
632324000000,赛尔龙乡,sai er long xiang,5,632324,赛尔龙,乡
152523000000,赛罕高毕苏木,sai han gao bi su mu,5,152523,赛罕高毕,苏木
152524000000,赛罕乌力吉苏木,sai han wu li ji su mu,5,152524,赛罕乌力吉,苏木
150421000000,赛汉塔拉苏木,sai han ta la su mu,5,150421,赛汉塔拉,苏木
152524000000,赛汉塔拉镇,sai han ta la zhen,5,152524,赛汉塔拉,镇
152923000000,赛汉陶来苏木,sai han tao lai su mu,5,152923,赛汉陶来,苏木
150207000000,赛汗街道,sai han jie dao,5,150207,赛汗,街道
320114000000,赛虹桥街道,sai hong qiao jie dao,5,320114,赛虹桥,街道
360482000000,赛湖农场,sai hu nong chang,5,360481,赛湖,农场
341226000000,赛涧回族乡,sai jian hui zu xiang,5,341226,赛涧回族,乡
511324000000,赛金镇,sai jin zhen,5,511324,赛金,镇
340827000000,赛口镇,sai kou zhen,5,340827,赛口,镇
620623000000,赛拉隆乡,sai la long xiang,5,620623,赛拉隆,乡
632622000000,赛来塘镇,sai lai tang zhen,5,632622,赛来塘,镇
652926000000,赛里木镇,sai li mu zhen,5,652926,赛里木,镇
654202000000,赛力克提牧场,sai li ke ti mu chang,5,654202,赛,力克
653124000000,赛力乡,sai li xiang,5,653124,赛力,乡
511621000000,赛龙镇,sai long zhen,5,511621,赛龙,镇
650102000000,赛马场街道,sai ma chang jie dao,5,650102,赛马场,街道
511622000000,赛马镇,sai ma zhen,5,511622,赛马,镇
210682000000,赛马镇,sai ma zhen,5,210682,赛马,镇
350981000000,赛岐镇,sai qi zhen,5,350981,赛岐,镇
620623000000,赛什斯镇,sai shen si zhen,5,620623,赛什斯,镇
653223000000,赛图拉镇,sai tu la zhen,5,653223,赛图拉,镇
150924000000,赛乌素镇,sai wu su zhen,5,150924,赛乌素,镇
540224000000,赛乡,sai xiang,5,540224,赛乡,
360402000000,赛阳镇,sai yang zhen,5,360402,赛阳,镇
152530000000,赛音呼都嘎苏木,sai yin hu dou ga su mu,5,152530,赛音呼都嘎,苏木
140303000000,赛鱼街道,sai yu jie dao,5,140303,赛鱼,街道
540529000000,三安曲林乡,san an qu lin xiang,5,540529,三安曲林,乡
341302000000,三八街道,san ba jie dao,5,341302,三八,街道
533401000000,三坝纳西族乡,san ba na xi zu xiang,5,533401,三坝纳西族,乡
511323000000,三坝乡,san ba xiang,5,511323,三坝,乡
360726000000,三百山镇,san bai shan zhen,5,360726,三百山,镇
350526000000,三班镇,san ban zhen,5,350526,三班,镇
520502000000,三板桥街道,san ban qiao jie dao,5,520502,三板桥,街道
360321000000,三板桥乡,san ban qiao xiang,5,360321,三板桥,乡
511725000000,三板镇,san ban zhen,5,511725,三板,镇
211381000000,三宝街道,san bao jie dao,5,211381,三宝,街道
530302000000,三宝街道,san bao jie dao,5,530302,三宝,街道
230125000000,三宝乡,san bao xiang,5,230125,三宝,乡
211381000000,三宝乡,san bao xiang,5,211381,三宝,乡
522324000000,三宝彝族乡,san bao yi zu xiang,5,522324,三宝彝族,乡
211381000000,三宝营乡,san bao ying xiang,5,211381,三宝营,乡
511423000000,三宝镇,san bao zhen,5,511423,三宝,镇
320312000000,三堡街道,san bao jie dao,5,320312,三堡,街道
650402000000,三堡乡,san bao xiang,5,650402,三堡,乡
320803000000,三堡乡,san bao xiang,5,320803,三堡,乡
451222000000,三堡乡,san bao xiang,5,451222,三堡,乡
450481000000,三堡镇,san bao zhen,5,450481,三堡,镇
620722000000,三堡镇,san bao zhen,5,620722,三堡,镇
360734000000,三标乡,san biao xiang,5,360734,三标,乡
130321000000,三拨子乡,san bo zi xiang,5,130321,三拨子,乡
440783000000,三埠街道,san bu jie dao,5,440783,三埠,街道
469028000000,三才镇,san cai zhen,5,469028,三才,镇
621202000000,三仓乡,san cang xiang,5,621202,三仓,乡
320981000000,三仓镇,san cang zhen,5,320981,三仓,镇
350104000000,三叉街街道,san cha jie jie dao,5,350104,三叉街,街道
360428000000,三汊港镇,san cha gang zhen,5,360428,三汊港,镇
420902000000,三汊镇,san cha zhen,5,420902,三汊,镇
230703000000,三岔河林场,san cha he lin chang,5,230703,三岔河,林场
230523000000,三岔河林场,san cha he lin chang,5,230523,三岔河,林场
513431000000,三岔河乡,san cha he xiang,5,513431,三岔河,乡
532326000000,三岔河镇,san cha he zhen,5,532326,三岔河,镇
430721000000,三岔河镇,san cha he zhen,5,430721,三岔河,镇
220781000000,三岔河镇,san cha he zhen,5,220781,三岔河,镇
530322000000,三岔河镇,san cha he zhen,5,530322,三岔河,镇
520330000000,三岔河镇,san cha he zhen,5,520330,三岔河,镇
530921000000,三岔河镇,san cha he zhen,5,530921,三岔河,镇
150721000000,三岔河镇,san cha he zhen,5,150721,三岔河,镇
611002000000,三岔河镇,san cha he zhen,5,611002,三岔河,镇
150926000000,三岔口乡,san cha kou xiang,5,150926,三岔口,乡
653130000000,三岔口镇,san cha kou zhen,5,653130,三岔口,镇
231086000000,三岔口镇,san cha kou zhen,5,231086,三岔口,镇
623021000000,三岔乡,san cha xiang,5,623021,三岔,乡
422801000000,三岔乡,san cha xiang,5,422801,三岔,乡
510185000000,三岔镇,san cha zhen,5,510185,三岔,镇
520304000000,三岔镇,san cha zhen,5,520304,三岔,镇
510129000000,三岔镇,san cha zhen,5,510129,三岔,镇
140928000000,三岔镇,san cha zhen,5,140928,三岔,镇
621027000000,三岔镇,san cha zhen,5,621027,三岔,镇
610631000000,三岔镇,san cha zhen,5,610631,三岔,镇
620503000000,三岔镇,san cha zhen,5,620503,三岔,镇
451203000000,三岔镇,san cha zhen,5,451203,三岔,镇
621125000000,三岔镇,san cha zhen,5,621125,三岔,镇
320684000000,三厂街道,san chang jie dao,5,320684,三厂,街道
341122000000,三城乡,san cheng xiang,5,341122,三城,乡
610831000000,三川口镇,san chuan kou zhen,5,610831,三川口,镇
510824000000,三川镇,san chuan zhen,5,510824,三川,镇
530722000000,三川镇,san chuan zhen,5,530722,三川,镇
410324000000,三川镇,san chuan zhen,5,410324,三川,镇
371728000000,三春集镇,san chun ji zhen,5,371728,三春集,镇
532529000000,三村乡,san cun xiang,5,532529,三村,乡
230881000000,三村镇,san cun zhen,5,230881,三村,镇
150923000000,三大顷乡,san da qing xiang,5,150923,三大顷,乡
330783000000,三单乡,san dan xiang,5,330783,三单,乡
650109000000,三道坝镇,san dao ba zhen,5,650109,三道坝,镇
130732000000,三道川乡,san dao chuan xiang,5,130732,三道川,乡
230123000000,三道岗镇,san dao gang zhen,5,230123,三道岗,镇
210181000000,三道岗子镇,san dao gang zi zhen,5,210181,三道岗子,镇
211481000000,三道沟满族乡,san dao gou man zu xiang,5,211481,三道沟满族,乡
610822000000,三道沟镇,san dao gou zhen,5,610822,三道沟,镇
220602000000,三道沟镇,san dao gou zhen,5,220602,三道沟,镇
620922000000,三道沟镇,san dao gou zhen,5,620922,三道沟,镇
231004000000,三道关镇,san dao guan zhen,5,231004,三道关,镇
654023000000,三道河乡,san dao he xiang,5,654023,三道河,乡
130822000000,三道河镇,san dao he zhen,5,130822,三道河,镇
211382000000,三道河子镇,san dao he zi zhen,5,211382,三道河子,镇
654223000000,三道河子镇,san dao he zi zhen,5,654223,三道河子,镇
220622000000,三道湖镇,san dao hu zhen,5,220622,三道湖,镇
150304000000,三道坎街道,san dao kan jie dao,5,150304,三道坎,街道
431228000000,三道坑镇,san dao keng zhen,5,431228,三道坑,镇
650502000000,三道岭矿区,san dao ling kuang qu,5,650502,三道岭,矿区
150826000000,三道桥镇,san dao qiao zhen,5,150826,三道桥,镇
520624000000,三道水土家族苗族乡,san dao shui tu jia zu miao zu xiang,5,520624,三道水土家族苗族,乡
231025000000,三道通镇,san dao tong zhen,5,231025,三道通,镇
222401000000,三道湾镇,san dao wan zhen,5,222401,三道湾,镇
220323000000,三道乡,san dao xiang,5,220323,三道,乡
510117000000,三道堰镇,san dao yan zhen,5,510117,三道堰,镇
469029000000,三道镇,san dao zhen,5,469029,三道,镇
230231000000,三道镇,san dao zhen,5,230231,三道,镇
231083000000,三道镇,san dao zhen,5,231083,三道,镇
340603000000,三堤口街道,san di kou jie dao,5,340603,三堤口,街道
230109000000,三电街道,san dian jie dao,5,230109,三电,街道
420117000000,三店街道,san dian jie dao,5,420117,三店,街道
411681000000,三店镇,san dian zhen,5,411681,三店,镇
441302000000,三栋镇,san dong zhen,5,441302,三栋,镇
210105000000,三洞桥街道,san dong qiao jie dao,5,210105,三洞桥,街道
511126000000,三洞镇,san dong zhen,5,511126,三洞,镇
460400000000,三都街道,san dou jie dao,5,460400,三都,街道
331124000000,三都乡,san dou xiang,5,331124,三都,乡
140724000000,三都乡,san dou xiang,5,140724,三都,乡
450206000000,三都镇,san dou zhen,5,450206,三都,镇
360926000000,三都镇,san dou zhen,5,360926,三都,镇
431081000000,三都镇,san dou zhen,5,431081,三都,镇
350902000000,三都镇,san dou zhen,5,350902,三都,镇
